amount_type.label,amount_type.code,financial_period.period,period_length.length,financial_year_end.year,item.composition,item.return_form_structure,item.position_in_return_form,item.label,item.code,demarcation.label,demarcation.code,amount.sum
Audited Actual,AUDA,2018,year,2018,,line_item,2,Service charges - Electricity,0300,Buffalo City,BUF,1728376923
Audited Actual,AUDA,2018,year,2018,,line_item,3,Service charges - Water,0400,Buffalo City,BUF,440829539
Audited Actual,AUDA,2018,year,2018,,line_item,4,Service charges - Waste Water Management,0500,Buffalo City,BUF,304905026
Audited Actual,AUDA,2018,year,2018,,line_item,5,Service charges - Waste Management,0600,Buffalo City,BUF,249496723
Audited Actual,AUDA,2018,year,2018,,line_item,6,Sale of Goods and Rendering of Services,0700,Buffalo City,BUF,40724538
Audited Actual,AUDA,2018,year,2018,,line_item,7,Agency services,0800,Buffalo City,BUF,25806344
Audited Actual,AUDA,2018,year,2018,,line_item,9,Interest earned from Receivables,1000,Buffalo City,BUF,47188251
Audited Actual,AUDA,2018,year,2018,,line_item,10,Interest earned from Current and Non Current Assets,1100,Buffalo City,BUF,126690312
Audited Actual,AUDA,2018,year,2018,,line_item,13,Rental from Fixed Assets,1400,Buffalo City,BUF,16971422
Audited Actual,AUDA,2018,year,2018,,line_item,15,Operational Revenue,1600,Buffalo City,BUF,95972778
Audited Actual,AUDA,2018,year,2018,,line_item,17,Property rates,1800,Buffalo City,BUF,972422909
Audited Actual,AUDA,2018,year,2018,,line_item,19,"Fines, penalties and forfeits",2000,Buffalo City,BUF,23698183
Audited Actual,AUDA,2018,year,2018,,line_item,20,Licences or permits,2100,Buffalo City,BUF,13984683
Audited Actual,AUDA,2018,year,2018,,line_item,21,Transfer and subsidies - Operational,2200,Buffalo City,BUF,888572426
Audited Actual,AUDA,2018,year,2018,,line_item,22,Interest,2300,Buffalo City,BUF,2133359
Audited Actual,AUDA,2018,year,2018,,line_item,23,Fuel Levy,2400,Buffalo City,BUF,467978000
Audited Actual,AUDA,2018,year,2018,,line_item,25,Gains on disposal of Assets,2600,Buffalo City,BUF,8478223
Audited Actual,AUDA,2018,year,2018,,line_item,26,Other Gains,2700,Buffalo City,BUF,50547921
Audited Actual,AUDA,2018,year,2018,,line_item,30,Employee related costs,3100,Buffalo City,BUF,1839251102
Audited Actual,AUDA,2018,year,2018,,line_item,31,Remuneration of councillors,3200,Buffalo City,BUF,59473022
Audited Actual,AUDA,2018,year,2018,,line_item,32,Bulk purchases - electricity,3300,Buffalo City,BUF,1345951511
Audited Actual,AUDA,2018,year,2018,,line_item,33,Inventory consumed,3400,Buffalo City,BUF,290155767
Audited Actual,AUDA,2018,year,2018,,line_item,35,Depreciation and amortisation,3600,Buffalo City,BUF,992860249
Audited Actual,AUDA,2018,year,2018,,line_item,36,Interest,3700,Buffalo City,BUF,43959792
Audited Actual,AUDA,2018,year,2018,,line_item,37,Contracted services,3800,Buffalo City,BUF,681665154
